,출연자,제목,회차,조회수,좋아요수,댓글수,재생시간(초),구독자수,term,시청률,직업,성별,나이,수상여부,인지도
633,나응식,이 시대 최대의 난제 '강아지 파 VS 고양이 파' 냥냥펀치는 애정표현?#,178,35918,456,56,385,764019,379,6.162,예술인,F,청년,Y,Y
634,설채현,이 시대 최대의 난제 '강아지 파 VS 고양이 파' 냥냥펀치는 애정표현?#,178,35918,456,56,385,764019,379,6.162,전문기술,F,청년,N,Y
635,정성일,유재석의 이중생활 아님. 배우 정성일님의 ?더 글로리?한 이야기 #highlight#,179,2042002,17568,2414,1094,766509,372,5.702,연예인,M,중년,N,Y
636,조정식,??뇌가 든든해지는 일타강사 자기님들의 토크♥ #highlight#,179,867064,5115,617,989,766509,372,5.702,연예인,M,청년,N,Y
637,김민정,??뇌가 든든해지는 일타강사 자기님들의 토크♥ #highlight#,179,867064,5115,617,989,766509,372,5.702,전문기술,F,청년,N,Y
638,이따끔,역대급 기자 이메일 OUCH!! 이따끔 자기님이 기자가 된 이유#,179,128220,1273,71,463,766509,372,5.702,전문기술,F,청년,N,N
639,이명현,전파천문학자는 프러포즈 스케일도 남다르다! 이게 먹히는 ☆연애 꿀팁★#,179,4359,83,1,258,766509,372,5.702,전문기술,F,청년,N,N
640,김성근,감독님 사랑해 예~~ '야신' 김성근 자기님과 야구 인생? #highlight#,180,863774,8638,791,1207,"769,000",365,4.703,운동선수,M,중년,N,Y
641,데니스 홍,미국 최초로 휴머노이드 로봇을? '로봇계 다빈치' 데니스 홍 자기님??  #highlight#,180,48580,509,32,737,"769,000",365,4.703,전문기술,M,청년,N,N
642,장정민,베놈 만든 장정민 자기님! 거장 감독들이 CG 의뢰할 때 (ft. 3D 유재석)#,180,10521,140,5,224,"769,000",365,4.703,전문기술,F,중년,N,N
643,이승훈2,"되돌아오는 종이비행기? 월클 국가대표, 이승훈 자기님의 포포몬쓰?? #highlight#",181,209670,1681,131,1243,"770,000",358,4.889,기타,M,중년,Y,N
644,김영준,"되돌아오는 종이비행기? 월클 국가대표, 이승훈 자기님의 포포몬쓰?? #highlight#",181,209670,1681,131,1243,"770,000",358,4.889,전문기술,M,중년,N,N
645,이정욱,"되돌아오는 종이비행기? 월클 국가대표, 이승훈 자기님의 포포몬쓰?? #highlight#",181,209670,1681,131,1243,"770,000",358,4.889,전문기술,M,청년,N,N
646,신호철,??비상한 능력자?? '건축 거장' 승효상 자기님 & '항공 의사' 신호철 자기님 #highlight#,181,90648,654,44,1297,"770,000",358,4.889,전문기술,M,중년,N,N
647,승효상,건축 거장' 승효상 자기님이 지은 절친 유홍준 집 공개!#,181,6455,106,1,280,"772,000",358,4.889,예술인,M,노년,N,Y
648,정재일,"〈기생충〉, 〈오징어 게임〉 음악감독! '천재가 인정한 천재' 정재일 자기님?? #highlight#",182,663141,7724,506,1163,"772,000",350,4.774,예술인,M,중년,N,Y
649,장미란,3대 625 쳤던 갓미란 클라스??데드리프트 일타특강(with 큰 자기&아기자기)#,183,811226,5397,1085,464,"772,000",343,6.067,운동선수,M,청년,N,Y
650,조진웅,"조진웅 자기님 옴,, 시그널부터 범죄와의 전쟁까지 조진웅장하다?? #highlight#",183,534775,3868,213,1000,"772,000",343,6.067,연예인,M,청년,Y,Y
651,정하랑,12살 한국사 천재' 정하랑 자기님이 3.1운동 요약해 드림? #highlight#,183,168247,3587,0,923,"772,000",343,6.067,학생,M,청소년,Y,N
652,최양락,들숨에 드립 날숨에 킹받ㅋㅋ 타고난 웃수저 최양락 자기님?? #highlight#,184,2387074,15920,1276,1140,"773,000",336,4.884,연예인,M,노년,N,Y
653,김윤경,수익 0%에도 '천 원 식당' 운영하는 김윤경 자기님? (ft. 아미) #highlight#,184,395781,4852,600,1032,"773,000",336,4.884,기타,F,중년,Y,N
654,박성희,회사와 헤어질 결심? 박성희 자기님 퇴사할 때 했던 질문 3가지!#,184,162851,1976,53,362,"773,000",336,4.884,기타,F,청년,Y,N
655,안세영,국제 대회 2연속 우승' 안세영 자기님과 2:1 배드민턴 대결?!#,184,16396,152,8,255,"773,000",336,4.884,운동선수,F,청년,Y,Y
656,황광희,"웃음 드셔, 어차피 보실 거잖아! 광희 자기님, 결국 미치광희 자아 나옴? #highlight#",185,2612844,36195,3216,1059,"774,000",329,4.324,연예인,M,청년,N,Y
657,추성훈,"아저씨 무시하지 마?? 무시무시한 피지컬100, 추성훈 자기님 #highlight#",185,932193,7417,463,1096,"774,000",329,4.324,운동선수,M,중년,Y,Y
658,안한별,절망 속에 핀 사람꽃ㅠㅠ 튀르키예 지진 구호대 자기님들?? #highlight#,185,122753,1518,58,1020,"774,000",329,4.324,사회복지,M,중년,Y,N
659,김재근,절망 속에 핀 사람꽃ㅠㅠ 튀르키예 지진 구호대 자기님들?? #highlight#,185,122753,1518,58,1020,"774,000",329,4.324,사회복지,M,청년,Y,N
660,이기평,절망 속에 핀 사람꽃ㅠㅠ 튀르키예 지진 구호대 자기님들?? #highlight#,185,122753,1518,58,1020,"774,000",329,4.324,사회복지,M,청년,Y,N
661,김철현,절망 속에 핀 사람꽃ㅠㅠ 튀르키예 지진 구호대 자기님들?? #highlight#,185,122753,1518,58,1020,"774,000",329,4.324,사회복지,M,청년,Y,N
662,이도현,칼춤? 테크토닉? 추는 '다정한 망나니' 이도현 자기님 #highlight#,186,1815699,22286,1108,1030,"778,000",323,5.483,연예인,M,청년,Y,Y
663,조성진,어떻게 사람이 피아노? 목소리까지 서윗한 '조성진' 자기님의 갓벽한 선율♪ #highlight#,186,452823,7098,510,995,"778,000",323,5.483,예술인,M,청년,N,Y
664,이지선,"세상은 이지선 자기님에게 물었고, 이지선은 자신을 답했다?? #highlight#",186,421166,8312,581,1115,"778,000",323,5.483,전문기술,F,중년,Y,Y
665,전도연,"""ㄱ나니?"" ""한량..?"" 전도연 X 유재석의 창과 방패 대결에 승자는? #highlight#",187,2271725,13163,957,1177,"778,000",316,6.024,연예인,F,청년,Y,Y
666,최창호,나라가 없으면 부자도 없다. 독립자금에 1000억 들인 최부잣집 클라쓰?? #highlight#,187,546137,5275,652,1285,"783,000",316,6.024,기타,M,중년,Y,N
667,알비올 안드레스,이런 기관사?? 봤어? 한국 패치 완료 안드레스 자기님ㅋㅋㅋ #highlight#,188,3214233,40462,2207,1352,"783,000",309,5.241,전문기술,M,청년,Y,N
668,성시경,마이크??들다가 수저??까지 들어버린 고막 남친 성시경 자기님 #highlight#,188,2066241,14705,1173,1182,"783,000",309,5.241,연예인,M,청년,Y,Y
669,김영진,한복을 찾아오게 만들고 범죄를 찾아낸다! #highlight#,188,238635,1317,65,1446,"787,000",309,5.241,예술인,F,청년,N,N
670,이진아,[소확횡] '소' 박하지만 '확' 실한 '횡' 령은 법에 걸릴까?#,188,227194,953,168,483,"787,000",309,5.241,연예인,F,청년,N,N
671,김희애,퀸 그 잡채?? 김희애 자기님의 데뷔 시절부터 지금까지! #highlight#,189,716706,6408,384,1402,"787,000",302,5.153,연예인,F,중년,Y,Y
672,윤수빈,"간호사 아니고, 약사입니다!! 약제부에 이중금고가 필요한 이유#",189,302461,1969,143,493,"787,000",302,5.153,전문기술,F,청년,Y,N
673,장혜진,"간호사 아니고, 약사입니다!! 약제부에 이중금고가 필요한 이유#",189,302461,1969,143,493,"793,000",302,5.153,전문기술,F,청년,Y,N
674,한정숙,국가 대표들의 ??밥을 책임지는 자 & 환자들의 ??약을 책임지는 자 #highlight#,189,276206,1462,61,1438,"793,000",302,5.153,전문기술,F,청년,N,N
675,이제훈,"??이제훈의 사랑 3연타?? 전여친, 첫사랑, 최애 #highlight#",190,1061165,8410,541,1463,"793,000",295,4.952,연예인,M,청년,Y,Y
676,이병헌,"터질 줄 몰랐다?  [스물, 극한직업, 멜로가 체질] 이병헌 자기님의 비하인드!#",190,945362,5948,428,814,"793,000",295,4.952,연예인,M,중년,N,Y
677,이채운,//눈물 주의// 부모님은 자신들의 꿈을 잠시 미루고 아들의 꿈을 지지해 주신다#,190,40460,483,0,414,"793,000",295,4.952,운동선수,M,청년,Y,Y
678,태양,"빅뱅의 '거짓말', '하루하루'로 히트 친 후 변한 것은? (ft.유두래곤) #highlight#",191,1138102,9766,740,1076,"793,000",288,4.561,연예인,M,청년,Y,Y
679,궤도,[미신의 끝] 가위&주마등을 과학적으로 분석한다면? #highlight#,191,864751,9510,680,887,"797,000",288,4.561,전문기술,M,청년,N,N
680,홍연진,상상도 못한 테스트 ㄴ??ㄱ '태양의 서커스' 들어가는 게 쉽지 않다..ㅠㅠ#,191,10277,104,5,298,"797,000",288,4.561,운동선수,F,청년,N,N
681,에픽하이,힙합안에 숨겨진 개그 본능?? 웃수저 에픽하이 & 역대급 마녀사냥 #highlight#,192,2104254,14729,1378,1514,"797,000",281,4.498,연예인,M,청년,Y,Y
682,곽은진,전국 노래자랑의 다비치 〈조리원 동기 - 평행선〉 귀에 맴도는 뚜루뚜뚜#,192,1794129,7639,852,486,"797,000",281,4.498,전문기술,F,청년,Y,N
683,이보미,전국 노래자랑의 다비치 〈조리원 동기 - 평행선〉 귀에 맴도는 뚜루뚜뚜#,192,1794129,7639,852,486,"799,000",281,4.498,전문기술,F,청년,Y,N
684,김소연,인간 '스톱'?워치 남편 이상우 & 찐 사랑꾼 아내 김소연 #highlight#,192,774187,7788,634,891,"799,000",281,4.498,연예인,F,청년,Y,Y
685,김우빈,어깨빵 당하고 싶은 남자 김우빈 자기님?? #highlight#,193,1256528,8876,424,1486,"799,000",274,4.353,연예인,M,청년,Y,Y
686,이유진,부족한 수면??의 원인은? & 어딘가 부족한 캐릭터 둘리 #highlight#,193,584998,3264,124,1355,"801,000",274,4.353,사회복지,F,중년,N,N
687,김수정,한국 빌런 = 둘리 | 배신 때린 시청자(?)#,193,311732,3240,359,471,"801,000",274,4.353,예술인,M,중년,Y,Y
688,류승범,20대의 류승범은 야생의 눈빛-★ 지금은 마리5..? #highlight#,194,1077789,7190,838,1269,"801,000",267,4.335,연예인,M,청년,N,Y
689,김소정,민간인 사찰 수준이 아닐까 싶은 김소정 자기님의 '우당탕탕 알바 시리즈'#,194,377968,4447,62,484,"801,000",267,4.335,전문기술,M,청년,Y,N
690,유준하,계속되는 입단 테스트 탈락.. 축구 선수를? 위해 선택한 것 #highlight#,194,73605,449,30,791,"805,000",267,4.335,운동선수,M,청년,Y,Y
691,강철원,우리 판다 (좋은) 사고 쳤다~!~! 푸바오 사육사 강철원 자기님 (또) 등장!#,195,622183,7445,179,435,"805,000",260,4.709,전문기술,M,중년,N,Y
692,이금희,이 목소리를 들으면 학교 지각! 우리의 아침을 열어준 이금희 자기님♥ #highlight#,195,489716,5333,178,1223,"805,000",260,4.709,예술인,F,중년,Y,Y
693,김환,네쌍둥이 엄빠의 고충ㅠㅠ 갑자기 선물을 들어 찾아온 회장님?!#,195,326757,2058,90,616,"809,000",260,4.709,기타,M,청년,Y,N
694,박두레,네쌍둥이 엄빠의 고충ㅠㅠ 갑자기 선물을 들어 찾아온 회장님?!#,195,326757,2058,90,616,"809,000",260,4.709,기타,M,청년,Y,N
695,이동규,올여름 필수 시청 영상! 모기에 대한 진실 혹은 거짓 #highlight#,195,236920,1980,112,1060,"809,000",260,4.709,사회복지,M,중년,N,N
696,정동식,[아빠의 눈물] 정동식 자기님의 말에 결국 눈물 흘린 아빠 유재석 #유료광고포함#,196,1326336,18730,1594,501,"809,000",253,4.798,운동선수,M,청년,Y,Y
697,김연경,올라운더가 되기 위한 큰 그림이었다. 인생이 한 편의 영화 같은 김연경 자기님?? #highlight#,196,671724,5678,267,1243,"809,000",253,4.798,운동선수,F,청년,Y,Y
698,김우주,요즘 10대들의 유행 댄스는 스털디!?? 라떼는 셔플댄스... 혹시 아니..? #highlight#,196,133332,1437,0,1112,"809,000",253,4.798,학생,M,청소년,Y,N
699,카리미 안왈,백종원 삼켰다는 화제의 외국인 | 삼쏘와 사랑에 빠진 카리미 자기님 #highlight#,197,509567,3596,264,1028,"809,000",246,4.893,전문기술,M,중년,Y,N
700,엄정화,"연기하면 엄정화, 노래하면 엄정화, 누나하면 엄정화 #highlight#",197,501392,4715,310,1313,"812,000",246,4.893,연예인,F,중년,Y,Y
701,문기호,"지뢰, 수류탄 폭발로 큰 부상을 입은 군인들.. 그들에게 희망을 준 문기호 자기님 #highlight#",197,33915,541,59,1068,"812,000",246,4.893,전문기술,M,중년,Y,N
702,김병철,했다 하면 대박 나는 김병철 자기님! 다음 드라마는 누구랑..? #highlight#,198,757149,5910,331,1266,"812,000",239,4.111,연예인,M,청년,Y,Y
703,이정봉,"[김나박이] 아닌 것 같지만 진짜, 다르지만 맞는! 원조 김나박이 자기님들 #highlight#",198,120273,800,97,1238,"812,000",239,4.111,예술인,M,청년,N,Y
704,박승화,"[김나박이] 아닌 것 같지만 진짜, 다르지만 맞는! 원조 김나박이 자기님들 #highlight#",198,120273,800,97,1238,"814,000",239,4.111,연예인,M,중년,N,Y
705,나들,"[김나박이] 아닌 것 같지만 진짜, 다르지만 맞는! 원조 김나박이 자기님들 #highlight#",198,120273,800,97,1238,"814,000",239,4.111,연예인,M,중년,N,Y
706,김성면,"[김나박이] 아닌 것 같지만 진짜, 다르지만 맞는! 원조 김나박이 자기님들 #highlight#",198,120273,800,97,1238,"814,000",239,4.111,연예인,M,중년,N,Y
707,이예주,고소공포증&물 공포증을 극복하고 숨 참고 다이빙???♀? #highlight #유료광고포함#,198,36116,291,0,934,"814,000",239,4.111,운동선수,F,청년,Y,N
708,강지호,고소공포증&물 공포증을 극복하고 숨 참고 다이빙???♀? #highlight #유료광고포함#,198,36116,291,0,934,"814,000",239,4.111,운동선수,M,청년,Y,N
709,정우철,사랑해도 될까요? VS 그게 되나 적당히 좋아하는 게 ㅡㅡ^#,198,6317,60,0,586,"814,000",239,4.111,예술인,M,청년,N,N
710,이준혁,사연있는 빌런? 그냥 울리고 싶은 나초왕자...이준혁  #highlight#,199,474781,7117,654,1321,"814,000",232,4.44,연예인,M,청년,N,Y
711,유세웅,나이팅게일도 안 알려준 야근?? 환자들의 꿈을 지키는 전쟁터 | 간호사 자기님들 #highlight#,199,138759,1602,74,1022,"817,000",232,4.44,전문기술,M,청년,Y,N
712,손창현,나이팅게일도 안 알려준 야근?? 환자들의 꿈을 지키는 전쟁터 | 간호사 자기님들 #highlight#,199,138759,1602,74,1022,"817,000",232,4.44,전문기술,M,청년,Y,N
713,콜린 크룩스,한국어 패치? ㄴㄴ남북 패치까지 가능^^ 주한영국대사 콜린 크룩스  #highlight#,199,120047,1247,47,1024,"817,000",232,4.44,전문기술,M,중년,N,N
714,김연아,김연아 자기님 의외의 인별그램 말투ㅋㅋㅋ#,200,370452,2984,136,468,"817,000",226,5.829,운동선수,F,청년,N,Y
715,김용만,[찐친 토크쇼] 김용만이 유재석 이별에?? 대처하는 법 #highlight#,200,352432,2943,127,886,"817,000",226,5.829,연예인,M,중년,Y,Y
716,백남문,2대째 무료로 ??결혼식?? 해드립니다! 신신예식장의 백남문 자기님! #highlight#,200,25996,432,27,796,"817,000",226,5.829,사회복지,M,노년,Y,N
717,신구,웬만해선 신구 자기님을 막을 수 없다! #highlight#,201,212514,2247,127,1092,"817,000",218,4.563,연예인,M,노년,Y,Y
718,장한나,첼로 요정에서 지휘 여제로! 장한나 자기님의 클래식 이야기! #highlight#,201,141037,1751,104,1044,"818,000",218,4.563,예술인,F,청년,Y,Y
719,유창훈,단지 '이것'만 발랐을 뿐인데 성범죄를 막았다!#,201,16104,241,14,425,"818,000",218,4.563,사회복지,M,중년,Y,N
720,강기영,알고 보니 유재석이랑 같이 광고도 찍었던 강기영 자기님?? #highlight#,202,682103,4961,189,1195,"818,000",211,3.962,연예인,M,청년,Y,Y
721,정희원,"세월 직격탄, 맞기만 하시나요? 태양 말고 노화를 피하는 방법 모음?? #highlight#",202,148613,1592,50,1185,"818,000",211,3.962,전문기술,M,청년,N,N
722,이상엽,JTBC 기자님이 알려주는 보이스피싱 수거책의 특징#,202,79687,794,46,702,"820,000",211,3.962,연예인,M,청년,Y,Y
723,김웬디,초등학생 천하장사?? 김웬디 자기님 & 밀착 보도의 신????♂? 이상엽 자기님 #highlight#,202,12726,161,0,1059,"820,000",211,3.962,학생,M,청소년,Y,N
724,주현영,"네, 젊은 패기로 신속 정확하게 열정을 전달한다! 안녕하세요 주.현.영 입니다^^ #highlight#",203,1228944,8937,380,1243,"820,000",204,4.061,연예인,F,청년,Y,Y
725,한호용,조세호 취향 저격?? 먹방부터 다이어트까지 잡은 홈쇼핑 배우 한호용 자기님 #highlight#,203,246251,2308,124,1167,"820,000",204,4.061,예술인,M,중년,Y,N
726,정명원,??열정 파워로?? 살아가는 자기님들의 이야기 흥부자 & 검사님 #highlight#,203,15508,147,8,1213,"821,000",204,4.061,전문기술,M,청년,Y,N
727,김현숙,전국 노래 자랑 김경호 할머니 | 이 세상 HIP함이 아닌 김현숙 자기님#,203,4956,102,7,355,"821,000",204,4.061,기타,F,노년,Y,N
728,조병영,문해력 이슈 | 문제는 영상 때문이다??? #highlight #유료광고포함#,204,726777,8168,1045,1180,"821,000",197,4.043,사회복지,M,청년,N,N
729,이정태,루게릭병 환자를 위한 발명품?! | '등교 침대&머리 감겨주는 기계' 만든 사람들 = 긱블 #highlight#,204,571912,4377,346,1297,"821,000",197,4.043,전문기술,M,청년,N,N
730,오은석,루게릭병 환자를 위한 발명품?! | '등교 침대&머리 감겨주는 기계' 만든 사람들 = 긱블 #highlight#,204,571912,4377,346,1297,"823,000",197,4.043,전문기술,M,청년,N,N
731,남궁민,??감독님을 찾습니다. 남궁민 자기님 안경 벗게 해주셔서 감사합니다!#,204,480474,3186,148,433,"823,000",197,4.043,연예인,M,청년,N,Y
732,안대성,발성 치료사 안대성 자기님이 알려주는 목소리 전달력을 높이는 방법!#,205,967198,22320,317,444,"823,000",190,3.927,사회복지,M,중년,Y,N
733,임지연,〈마당이 있는 더 글로리 중독〉 배우 임지연 자기님의 작품 이야기♥ #highlight#,205,537181,3724,201,1145,"823,000",190,3.927,연예인,F,청년,N,Y
734,손상모,?해적들의 경고? 나사에서 만든 13조 우주 망원경은 누구 손에? #highlight#,205,100842,620,26,1039,"823,000",190,3.927,전문기술,M,중년,Y,N
735,이병헌2,밈스타 이병헌 자기님이 SNL에 출연하게 된 비하인드 스토리#,206,705658,4217,227,545,"823,000",183,5.654,연예인,M,중년,N,Y
736,민시우,엄마의 약속 | 민시우 자기님 ?'슬픈 비' 시를 쓰게 된 사연 #highlight#,206,580096,7834,0,1048,"823,000",183,5.654,예술인,M,청소년,Y,N
737,서려경,?????의사와 ??복싱 챔피언을 동시에?! 서려경 자기님의 이중생활을 탐구 해봤습니다 #highlight#,206,365987,2478,402,1043,"823,000",183,5.654,사회복지,F,청년,Y,N
738,김희선,김희선 자기님이 조세호 전화번호 딴 썰#,207,559668,1564,182,521,"823,000",176,4.977,연예인,F,청년,N,Y
739,띠예,띠예X유재석X조세호 바다포도 먹방 ASMR + 연애 상담?? (설참) #highlight#,207,64417,674,0,948,"823,000",176,4.977,예술인,F,청소년,Y,Y
740,배수현,21년 차 치어리더는 야구 선수의 모자만 보고도 누군지 알 수 있다?#,207,19131,197,12,589,"823,000",176,4.977,예술인,F,청년,Y,Y
741,허주행,시켜줘 명예의 꿀벌?? 지킴이... 대체불가한 꿀벌 수의사 허주행 자기님! #highlight#,207,17147,198,12,878,"823,000",176,4.977,사회복지,M,청년,N,N
742,정유미,"성시경X정유미 '안드로메다' 들은 후기 ""혹시 메아리세요?ㅋㅋㅋ""#",208,159541,1055,71,646,"823,000",169,4.485,연예인,F,청년,N,Y
743,안젤라 센,자존감 하락의 원인은 SNS? 칭찬 감옥을 못 견디는 사람들 #유료광고포함#,208,142396,1529,187,454,"823,000",169,4.485,사회복지,M,청년,Y,N
744,김택연,아이가 원해서 전학까지?! 선생님과 제자들의 깊은 유대감 오색 분교 #highlight#,208,99631,943,0,906,"824,000",169,4.485,사회복지,M,중년,Y,N
745,김기웅,아이가 원해서 전학까지?! 선생님과 제자들의 깊은 유대감 오색 분교 #highlight#,208,99631,943,0,906,"824,000",169,4.485,사회복지,M,청년,N,N
746,김강연,아이가 원해서 전학까지?! 선생님과 제자들의 깊은 유대감 오색 분교 #highlight#,208,99631,943,0,906,"824,000",169,4.485,기타,M,중년,Y,N
747,이대우,정신질환을 빌미로 감형? 무조건 면제는 아닙니다#,208,24257,166,10,628,"824,000",169,4.485,사회복지,M,중년,Y,Y
748,이준기,준기는 석류를 좋아해~?? 대한민국을 석류 섭취 강국? 으로 만든 이준기 자기님 #highlight#,209,115719,1369,126,929,"836,000",162,4.403,연예인,M,청년,Y,Y
749,김휘우,배울 점이 많은 초등학생 등장?? 세상에 고운 말을 전하는 김휘우 자기님 #highlight#,209,105531,1133,0,890,"836,000",162,4.403,학생,M,청소년,Y,N
750,조영민,물리적 포만감과 생리학적 포만감? 가족력 없는 당뇨는 췌장암이라고?!#,209,67174,431,64,713,"836,000",162,4.403,사회복지,M,중년,N,N
751,윤순진,이렇게 나빠진 건 우리가 자초한 건 아니었을까? 지구와 내 몸의 건강 상태 #highlight#,209,9068,74,5,889,"836,000",162,4.403,사회복지,F,중년,N,N
752,뷔,[SUB]한 계단 한 계단 밟아온 서사 깊은 BTS 뷔???? 유느님이 뷔에게 궁금한 것! #highlight#,210,1840162,53231,2042,1120,"854,000",155,4.258,연예인,M,청년,N,Y
753,김기호,샤*과 함께 전시를?! 국가는 물론 해외에서도 인정받는 금박 부부 자기님들 #highlight#,210,61882,720,36,1099,"854,000",155,4.258,예술인,M,중년,Y,N
754,박수영,샤*과 함께 전시를?! 국가는 물론 해외에서도 인정받는 금박 부부 자기님들 #highlight#,210,61882,720,36,1099,"854,000",155,4.258,예술인,M,중년,Y,N
755,천종원,"""조세호 님! 너무 흥분하셨어요!"" 천종원 자기님과 함께 하는 클라이밍#",210,11718,115,6,513,"854,000",155,4.258,운동선수,M,청년,Y,Y
756,신은수,"천재 개발자 신은수, 조용인 자기님 & 클라이밍 국가대표 천종원 자기님 #highlight#",210,10263,62,4,940,"854,000",155,4.258,전문기술,M,청년,Y,N
757,조용인,"천재 개발자 신은수, 조용인 자기님 & 클라이밍 국가대표 천종원 자기님 #highlight#",210,10263,62,4,940,"854,000",155,4.258,전문기술,M,청년,Y,N
758,강동원,"20년 만에 예능으로 돌아온 강동원 자기님?? '전우치', '의형제' 등 대작 비하인드 #highlight#",211,1936696,18111,1739,1109,"856,000",148,4.783,연예인,M,청년,N,Y
759,김정민,맛과 정성을 곱빼기로 주셨던 브로드웨이 샌드위치?? 부부 이야기 #highlight #유료광고포함#,211,293432,4530,364,1117,"856,000",148,4.783,기타,M,노년,Y,N
760,김자희,맛과 정성을 곱빼기로 주셨던 브로드웨이 샌드위치?? 부부 이야기 #highlight #유료광고포함#,211,293432,4530,364,1117,"856,000",148,4.783,기타,F,노년,Y,N
761,조선미,요즘 아이들이 달라진 이유는? 부모가 아이에게 절대 하면 안 되는 말#,211,280847,3002,582,503,"856,000",148,4.783,사회복지,M,중년,Y,N
762,덱스,순순히 내꺼했으면 좋겠는 ??핫가이?? 덱스 자기님 UDT부터 예능인이 되기까지! #highlight#,212,1771917,16234,1087,1110,"860,000",141,3.9,연예인,M,청년,Y,Y
763,김남길,[선공개] 사람 좋아하는??우주최강수다배우?김남길#,212,199324,3478,264,106,"860,000",141,3.9,연예인,M,청년,Y,Y
764,서승호,잠실  L타워 외벽을 물로 닦으면 행인들이 맞을 텐데... 어떻게 청소하세요?#,212,138453,584,135,677,"860,000",141,3.9,기타,M,청년,Y,N
765,김예빈,(여자)아이들 - 퀸카 노래에 태권 체조를 말아주는 깜찍 박력 태권 키즈!#,212,101930,848,0,476,"860,000",141,3.9,학생,F,청소년,Y,N
766,조영석,잠실  L타워 외벽을 물로 닦으면 행인들이 맞을 텐데... 어떻게 청소하세요?#,212,138453,584,135,677,"860,000",141,3.9,기타,M,노년,Y,N
767,박지솔,(여자)아이들 - 퀸카 노래에 태권 체조를 말아주는 깜찍 박력 태권 키즈!#,212,101930,848,0,476,"860,000",141,3.9,학생,F,청소년,Y,N
768,홍연우,(여자)아이들 - 퀸카 노래에 태권 체조를 말아주는 깜찍 박력 태권 키즈!#,212,101930,848,0,476,"860,000",141,3.9,학생,F,청소년,Y,N
769,박세리,갑자기 병문안을 온 박찬호?! ?골프 천재 박세리 자기님의 인생 이야기 #highlight#,213,284456,1852,80,1117,"861,000",134,3.476,운동선수,F,청년,Y,Y
770,윤도현,암을 이겨내고 건강한 모습으로 돌아온 윤도현 자기님의 음악 이야기?? #highlight#,213,152115,1113,67,1029,"861,000",134,3.476,연예인,M,중년,Y,Y
771,오정세,내 과몰입 버튼 = 오정세 자기님의 연기! 오디션 썰 부터 대작 이야기까지 #highlight#,214,736990,6113,310,1110,"863,000",120,4.132,연예인,M,청년,N,Y
772,이다슬,어쩌면 매일 듣던 목소리! 리그 오브 레전드 성우 이다슬 자기님#,214,482479,3081,236,456,"863,000",120,4.132,연예인,F,청년,N,Y
773,오상우,이제는 더 이상 물러날 곳이 없다! 조세호로 알아보는 체중 유지#,214,444180,3634,132,648,"863,000",120,4.132,사회복지,M,중년,N,N
774,김우민,"아이돌 아니고 수영 국가 대표 황금즈! 양재훈, 이호준, 김우민, 황선우 자기님 #highlight#",214,212146,2096,71,1016,"863,000",120,4.132,운동선수,M,청년,Y,Y
775,이호준,"아이돌 아니고 수영 국가 대표 황금즈! 양재훈, 이호준, 김우민, 황선우 자기님 #highlight#",214,212146,2096,71,1016,"863,000",120,4.132,운동선수,M,청년,Y,Y
776,양재훈,"아이돌 아니고 수영 국가 대표 황금즈! 양재훈, 이호준, 김우민, 황선우 자기님 #highlight#",214,212146,2096,71,1016,"863,000",120,4.132,운동선수,M,청년,Y,Y
777,구희아,유재석X조세호도 춤추게 만드는 구희아 자기님의 무대 + 입꼬리 올라가는 연애 썰#,215,1099659,6117,696,666,"864,000",113,3.903,기타,F,청년,Y,N
778,신혜선,신혜선의 법칙 : 일단 신혜선 자기님이 나오면 작품 짱 재밌음??#highlight#,215,570350,4494,191,1113,"864,000",113,3.903,연예인,F,청년,N,Y
779,김관우,아시안게임 금메달리스트! 스트리트파이터 국가 대표 김관우 자기님?? #highlight#,215,87860,782,77,1021,"864,000",113,3.903,운동선수,M,청년,N,Y
780,김성묵,"어디는 맞고, 어디는 틀린다? 기상 예보가 틀렸을 때 오는 민원#",215,58261,306,53,665,"864,000",113,3.903,기타,M,청년,Y,N
781,신유빈,유재석X조세호 vs 신유빈 자기님 | 의외로 박빙인 2 대 1 탁구 경기!#,216,687590,2806,233,622,"865,000",106,3.548,운동선수,F,청소년,Y,Y
782,유병재,삼각관계..? 유규선과 복잡한 사이였던 유병재 #highlight#,216,309717,2365,76,1034,"865,000",106,3.548,연예인,M,청년,N,Y
783,송민규,"[선공개] 축구 국대팀이 밝히는 캡틴백의 두 얼굴(?) ""제가 알던 형이 아니었어요.."" ㅋㅋ#",216,126881,1534,85,123,"865,000",106,3.548,운동선수,M,청년,Y,Y
784,유규선,삼각관계..? 유규선과 복잡한 사이였던 유병재 #highlight#,216,309717,2365,76,1034,"865,000",106,3.548,연예인,M,청년,N,N
785,백승호,"[선공개] 축구 국대팀이 밝히는 캡틴백의 두 얼굴(?) ""제가 알던 형이 아니었어요.."" ㅋㅋ#",216,126881,1534,85,123,"865,000",106,3.548,운동선수,M,청년,Y,Y
786,박진영_2,(BTS 미방분 포함) BTS 준비할 때 엔터 사업을 접으려 했던 방시혁 자기님#,217,2084797,17495,1190,620,"871,000",99,6.537,연예인,M,중년,N,Y
